userWallet,total_tx_count,num_deposits,num_borrows,num_repays,num_redeems,num_liquidations,total_amount_deposited,total_amount_borrowed,total_amount_repaid,total_usd_value,avg_time_gap,num_unique_assets,repay_borrow_ratio,log_total_usd,credit_score,score_bucket
0x039ec0b36450e9b2c5f59a3a6fe991469ac744f2,9,4,4,1,0,0,1.3468826655328756e+20,2.800000000003e+19,7e+18,3.574645951412533e+20,1192.25,4,0.24999999999973216,47.325567996552714,,
0x039eda3933ce405c2ff54a93a7afa07c08030164,7,4,1,0,2,0,3.615580027383186e+19,9.039584177656839e+19,0.0,1.226340960524283e+21,944704.6666666666,3,0.0,48.55832185981894,,
0x039f620be875aa9c3d70fe9cf27a7c9192a8001c,12,5,2,2,3,0,243072367.0,185000000.0,185324390.0,860271018.2534196,236226.36363636365,1,1.001753459459454,20.572758036232834,,
0x03a151746661bea0942281ec949de76eb6b4f6f2,31,10,6,7,8,0,7.00000000019761e+18,71000000.0,101003007.0,8.854919390486852e+18,3898.8333333333335,3,1.4225775633802618,43.62750484180971,,
0x03a27a0bd8c8451480e04535690cf131423836e3,19,6,4,5,4,0,5.211826796902782e+21,5.000000000415e+19,4163373589.0,1.38114199046129e+22,225722.16666666666,3,8.32674717730888e-11,50.97978273214429,,
0x03a3d0eb17509dc9fb2a892ac1eab68419deb19b,19,8,1,2,8,0,3.686022227050857e+20,450000000.0,450001907.0,1.7184536863473208e+21,386099.22222222225,6,1.0000042377777756,48.89571181977435,,
0x03a493d043b71da48fd882161dae488abe112432,30,7,7,7,9,0,1.9500000000034792e+21,1.6165742861142325e+21,1.617727130609805e+21,7.125977377310925e+21,186730.1379310345,3,1.0007131404386886,50.318033845384875,,
0x03a57e2f5e6e840a8a15a7650a89069a5427a95b,8,6,0,0,2,0,3.078990580804435e+20,0.0,0.0,2.7459307422135694e+20,467988.28571428574,4,0.0,47.06182194557344,,
0x03a5b7317c1fde03fa6ba0315ccd86fb8c6111f5,3,3,0,0,0,0,3.027e+21,0.0,0.0,4.11082341434324e+21,15440.5,1,0.0,49.767910305439344,,
0x03a5bdbd5a37ee782e9203811d227342c3fcfb73,4,2,1,0,1,0,3.477835563074132e+18,1e+18,0.0,6.804679288833371e+18,565342.6666666666,2,0.0,43.3641421801323,,
0x03a673e4a53120a0f6f57e49b202f38553917136,7,2,3,0,2,0,1293861002.0,2.0000000000040003e+20,0.0,2.0004156900217523e+20,344582.3333333333,3,0.0,46.745056863854956,,
0x03a82ee7997c87e7c6bd227fd3af77a3f175fb91,3,3,0,0,0,0,3.3226e+24,0.0,0.0,4.426619283730439e+24,151907.0,2,0.0,56.74967838320343,,
0x03aaab0b6729ec7ff3d23d34ae2249c4f0e7c9eb,14,2,4,3,3,2,2.1843528935636136e+16,4.0311544289612156e+20,5.7990223662473275e+20,1.0005104718890963e+21,49942.92307692308,5,1.438551280641876,48.3547972945176,,
0x03abccd9e326b65aa739fbc222a88783dfd01a8b,3,3,0,0,0,0,3300000.0,0.0,0.0,3382329.4902106263,235873.0,1,0.0,15.034075524012476,,
0x03ae6e3226c9fe470b638eaa1301965c613b8b6b,61,8,28,24,1,0,1.1043295162160153e+23,4.968325207598054e+22,2.2772619622377823e+21,7.294475729477885e+22,54416.11666666667,6,0.04583560590508786,52.643989358157405,,
0x03af198dc04505a7210ae1e87d6d1d930f7a748b,13,2,2,4,5,0,5.166778753635769e+19,1e+23,1.0045723806259016e+23,5.923026581770877e+23,448022.1666666667,2,1.0045723806259017,54.73830470403754,,
0x03af63559532b015e76b2e70f6940304be09784f,4,1,1,1,1,0,1.8888e+22,3000000000.0,3000000000.0,1.4234555922183182e+22,40.0,2,0.9999999999999997,51.009959476924685,,
0x03b09526217743c5b360a084ff4c53a252fa770f,5,5,0,0,0,0,2.59e+19,0.0,0.0,4.381377816714029e+21,268646.75,2,0.0,49.83165019782257,,
0x03b16ab6e23bdbeeab719d8e4c49d63674876253,597,143,147,153,154,0,2.4929098349838302e+23,3.310640000015363e+23,3.311930275297965e+23,3.5747846040837666e+24,20534.75167785235,7,1.0003897359068326,56.53594715558199,,
0x03b22fab64e1cc7c11bc828c5f093bd7d70c4348,8,5,2,0,1,0,3.5874193845656666e+19,7.080000217622308e+18,0.0,6.260281049943892e+19,271383.5714285714,2,0.0,45.58334184714825,,
